"id";"time";"attrstring";"value"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:46:00+07";"";"1.058"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:46:25+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:47:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:47:00+07";"";"1.075"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:47:23+07";"";"46.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:48:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:48:00+07";"";"1.073"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:48:22+07";"";"46.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:49:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:49:00+07";"";"1.068"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:49:21+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:50:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:50:00+07";"";"1.429"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:50:19+07";"";"46.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:51:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:51:00+07";"";"1.081"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:51:18+07";"";"46.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:52:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:52:00+07";"";"1.088"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:52:17+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:53:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:53:00+07";"";"1.085"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:53:15+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:54:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:54:00+07";"";"1.066"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:54:13+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:55:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:55:00+07";"";"1.080"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:55:12+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:56:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:56:00+07";"";"1.084"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:56:10+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:57:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:57:00+07";"";"1.079"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:57:09+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:58:00+07";"";"0.053"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:58:00+07";"";"1.063"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:58:08+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 14:59:00+07";"";"0.046"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 14:59:00+07";"";"1.072"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 14:59:06+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:00:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:00:00+07";"";"1.072"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:00:05+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:01:00+07";"";"0.051"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:01:00+07";"";"1.071"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:01:04+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:02:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:02:00+07";"";"1.070"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:02:02+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:03:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:03:00+07";"";"1.076"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:03:01+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:04:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:04:00+07";"";"1.081"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:04:00+07";"";"46.3"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:04:58+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:05:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:05:00+07";"";"1.077"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:05:57+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:06:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:06:00+07";"";"1.065"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:06:55+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:07:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:07:00+07";"";"1.077"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:07:54+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:08:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:08:00+07";"";"1.070"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:08:52+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:09:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:09:00+07";"";"1.070"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:09:51+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:10:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:10:00+07";"";"1.057"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:10:49+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:11:00+07";"";"0.048"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:11:00+07";"";"1.065"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:11:48+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:12:00+07";"";"0.045"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:12:00+07";"";"1.068"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:12:46+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:13:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:13:00+07";"";"1.070"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:13:45+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:14:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:14:00+07";"";"1.050"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:14:43+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:15:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:15:00+07";"";"1.066"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:15:42+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:16:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:16:00+07";"";"1.064"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:16:41+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:17:00+07";"";"0.046"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:17:00+07";"";"1.217"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:17:41+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:18:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:18:00+07";"";"1.275"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:18:39+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:19:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:19:00+07";"";"1.070"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:19:37+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:20:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:20:00+07";"";"1.069"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:20:36+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:21:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:21:00+07";"";"1.068"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:21:34+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:22:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:22:00+07";"";"1.081"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:22:33+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:23:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:23:00+07";"";"1.161"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:23:31+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:24:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:24:00+07";"";"1.157"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:24:30+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:25:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:25:00+07";"";"1.151"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:25:28+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:26:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:26:00+07";"";"1.092"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:26:27+07";"";"46.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:27:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:27:00+07";"";"1.112"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:27:25+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:28:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:28:00+07";"";"1.114"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:28:24+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:29:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:29:00+07";"";"1.114"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:29:23+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:30:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:30:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:30:21+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:31:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:31:00+07";"";"1.121"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:31:20+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:32:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:32:00+07";"";"1.121"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:32:18+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:33:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:33:00+07";"";"1.119"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:33:17+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:34:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:34:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:34:15+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:35:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:35:00+07";"";"1.118"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:35:14+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:36:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:36:00+07";"";"1.121"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:36:12+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:37:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:37:00+07";"";"1.122"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:37:11+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:38:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:38:00+07";"";"1.111"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:38:10+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:39:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:39:00+07";"";"1.130"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:39:08+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:40:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:40:00+07";"";"1.129"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:40:07+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:41:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:41:00+07";"";"1.131"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:41:05+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:42:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:42:00+07";"";"1.116"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:42:04+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:43:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:43:00+07";"";"1.130"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:43:03+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:44:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:44:00+07";"";"1.132"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:45:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:45:00+07";"";"1.131"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:45:00+07";"";"46.2"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:45:59+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:46:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:46:00+07";"";"1.116"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:46:57+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:47:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:47:00+07";"";"1.132"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:47:56+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:48:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:48:00+07";"";"1.129"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:48:54+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:49:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:49:00+07";"";"1.126"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:49:52+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:50:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:50:00+07";"";"1.104"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:50:51+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:51:00+07";"";"0.045"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:51:00+07";"";"1.129"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:51:49+07";"";"46.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:52:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:52:00+07";"";"1.133"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:52:48+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:53:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:53:00+07";"";"1.129"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:53:46+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:54:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:54:00+07";"";"1.112"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:54:46+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:55:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:55:00+07";"";"1.122"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:55:44+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:56:00+07";"";"0.048"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:56:00+07";"";"1.126"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:56:43+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:57:00+07";"";"0.047"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:57:00+07";"";"1.134"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:57:41+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:58:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:58:00+07";"";"1.120"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:58:40+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 15:59:00+07";"";"0.043"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 15:59:00+07";"";"1.132"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 15:59:39+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 16:00:00+07";"";"0.048"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 16:00:00+07";"";"1.125"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 16:00:37+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 16:01:00+07";"";"0.003"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 16:01:00+07";"";"1.129"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 16:01:36+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 16:02:00+07";"";"-0.006"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 16:02:00+07";"";"1.118"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 16:02:35+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 16:03:00+07";"";"-0.004"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 16:03:00+07";"";"1.143"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 16:03:33+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 16:04:00+07";"";"-0.009"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 16:04:00+07";"";"1.161"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 16:04:32+07";"";"46.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 16:05:00+07";"";"-0.008"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 16:05:00+07";"";"1.161"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 16:05:30+07";"";"46.0"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 16:06:00+07";"";"1.141"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 16:06:00+07";"";"-0.004"
